"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1660","test_inert_without_github_run_id[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_run_record","",""
"Intentionally fails its first attempt with a Playwright TimeoutError and passes on the retry. Demonstrates the CI retry policy and pass-on-retry reporting; it is not a test of the application. Skips locally, where retries are disabled (--reruns=0).","0","Flaky retry demo — deterministic fail-then-pass","tests.framework","2026-07-09","passed","2026-07-09","","test_flaky_demo","",""
"","3194","test_clean_pass_prints_no_flaky_section[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flaky_summary","",""
"","0","test_expiring_section_renders[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","2592","test_summary_mirrored_to_github_step_summary[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flaky_summary","",""
"","0","test_returns_correct_url_for_every_registered_combination[chromium-acceptapayment-local]","tests.framework","2026-07-09","passed","2026-07-09","TestGetBaseUrl","test_config","",""
"","8","test_empties_allure_results_dir_contents_but_keeps_directory[chromium]","tests.framework","2026-07-09","passed","2026-07-09","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","11","test_main_end_to_end[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","1839","test_framework_items_never_rerun[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_retry_optout","",""
"","1","test_repr_keeps_non_sensitive_fields_readable[chromium]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"Goto card.html and assert Stripe iframe in #card-element.","1826","Stripe card element iframe is mounted within #card-element","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestPageLoadAndInitialState","test_card","",""
"","0","test_release_after_ten_consecutive_xpass[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","1270","test_optout_scoped_to_conftest_directory[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_retry_optout","",""
"Goto card.html and assert page title is 'Card'.","1864","Page title is ""Card""","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestPageLoadAndInitialState","test_card","",""
"Fill the card form and complete payment for the given card.","5926","Fill the card form and complete payment for the given card with 3DS authentication","tests.accept_a_payment","2026-07-09","passed","2026-07-09","Test3DSecureAuthenticationFlow","test_card","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","7631","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestSuccessfulPayment","test_card","",""
"Goto card.html and assert #name input value is 'Jenny Rosen'.","4240","Name input is pre-filled with ""Jenny Rosen""","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestPageLoadAndInitialState","test_card","",""
"Test form validation: expiration date field left empty.","4858","Form validation - incomplete expiration date","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestCardFormValidation","test_card","",""
"","1772","test_quarantined_pass_is_recorded_as_xpass[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_quarantine","",""
"","1250","test_quarantined_entry_carries_flag_and_expires[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_run_record","",""
"Goto card.html and assert #card-errors is empty.","1661","#card-errors is empty on load","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestPageLoadAndInitialState","test_card","",""
"","0","test_str_shows_only_last_four_digits[chromium-visa-grouped]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"","1679","test_quarantined_failure_becomes_xfail_and_run_stays_green[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_quarantine","",""
"","35","test_main_end_to_end[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","0","test_single_incident_is_not_enough[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","0","test_failing_not_flaky_section_renders[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","4","test_trailing_fail_streak_is_regression_not_flake[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","4","test_empties_allure_results_dir_contents_but_keeps_directory[webkit]","tests.framework","2026-07-09","passed","2026-07-09","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","0","test_currently_quarantined_test_is_never_proposed[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","1","test_str_shows_only_last_four_digits[firefox-no-spaces]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"","2952","test_unmarked_test_is_untouched[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_quarantine","",""
"Intentionally fails its first attempt with a Playwright TimeoutError and passes on the retry. Demonstrates the CI retry policy and pass-on-retry reporting; it is not a test of the application. Skips locally, where retries are disabled (--reruns=0).","2","Flaky retry demo — deterministic fail-then-pass","tests.framework","2026-07-09","passed","2026-07-09","","test_flaky_demo","",""
"Fill the card form and complete payment for the given card.","8960","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestSuccessfulPayment","test_card","",""
"Test form validation: invalid expiration date month.","4881","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestCardFormValidation","test_card","",""
"","5","test_raises_for_unknown_app[firefox]","tests.framework","2026-07-09","passed","2026-07-09","TestGetBaseUrl","test_config","",""
"","1869","test_expired_marker_aborts_the_run_naming_the_test[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_quarantine","",""
"","0","test_str_shows_only_last_four_digits[firefox-amex-uneven]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"","15","test_release_after_ten_consecutive_xpass[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","1324","test_reruns_counted_with_final_pass[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_run_record","",""
"","9","test_unknown_app_error_lists_registered_apps[firefox]","tests.framework","2026-07-09","passed","2026-07-09","TestGetBaseUrl","test_config","",""
"","1139","test_reruns_counted_with_final_pass[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_run_record","",""
"","0","test_clean_browser_shown_alongside_dirty_one[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","3352","test_clean_pass_prints_no_flaky_section[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_flaky_summary","",""
"","11","test_marker_expiring_within_week_is_listed[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","0","test_candidate_evidence_links_incident_runs[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
