"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1569","test_optout_scoped_to_conftest_directory[chromium]","tests.framework","2026-08-04","passed","2026-08-04","","test_retry_optout","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","8231","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-08-04","passed","2026-08-04","TestSuccessfulPayment","test_card","",""
"","1942","test_unmarked_test_is_untouched[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_quarantine","",""
"","1","test_creates_missing_log_and_allure_dirs[firefox]","tests.framework","2026-08-04","passed","2026-08-04","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","0","test_expiring_section_renders[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"Test form validation: expiration date field left empty.","8290","Form validation - incomplete expiration date","tests.accept_a_payment","2026-08-04","passed","2026-08-04","TestCardFormValidation","test_card","",""
"","1","test_str_shows_only_last_four_digits[chromium-visa-grouped]","tests.framework","2026-08-04","passed","2026-08-04","TestCardMasking","test_models","",""
"","3","test_str_shows_only_last_four_digits[firefox-visa-grouped]","tests.framework","2026-08-04","passed","2026-08-04","TestCardMasking","test_models","",""
"","4","test_corrupt_history_starts_fresh[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"","2936","test_clean_pass_prints_no_flaky_section[chromium]","tests.framework","2026-08-04","passed","2026-08-04","","test_flaky_summary","",""
"","0","test_str_shows_only_last_four_digits[chromium-short-masks-everything]","tests.framework","2026-08-04","passed","2026-08-04","TestCardMasking","test_models","",""
"","1","test_fail_rate_branch_proposes[webkit]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"","1","test_empties_allure_results_dir_contents_but_keeps_directory[firefox]","tests.framework","2026-08-04","passed","2026-08-04","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1","test_candidate_evidence_links_incident_runs[chromium]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"","4","test_healthy_report_says_so_explicitly[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"","1","test_missing_history_starts_fresh[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"","11","test_str_shows_only_last_four_digits[webkit-short-masks-everything]","tests.framework","2026-08-04","passed","2026-08-04","TestCardMasking","test_models","",""
"","1584","test_non_iso_expires_is_rejected[chromium]","tests.framework","2026-08-04","passed","2026-08-04","","test_quarantine","",""
"Goto card.html and assert #submit/pay button is enabled.","5055","Pay button is enabled on load","tests.accept_a_payment","2026-08-04","passed","2026-08-04","TestPageLoadAndInitialState","test_card","",""
"","2","test_main_passes_on_healthy_report[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_junit_gate","",""
"","1","test_fail_rate_branch_proposes[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"Test form validation: invalid card number.","4069","Form validation - invalid card format","tests.accept_a_payment","2026-08-04","passed","2026-08-04","TestCardFormValidation","test_card","",""
"","7","test_marker_expiring_within_week_is_listed[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"","1","test_trailing_fail_streak_is_regression_not_flake[chromium]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"","1","test_repr_masks_the_pan[firefox]","tests.framework","2026-08-04","passed","2026-08-04","TestCardMasking","test_models","",""
"","1","test_release_after_ten_consecutive_xpass[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_flake_analysis","",""
"","2521","test_fail_then_fail_lands_in_failed_after_retry[firefox]","tests.framework","2026-08-04","passed","2026-08-04","","test_flaky_summary","",""
"Test form validation: empty fields, invalid card number, expired date.","4022","Form validation - empty fields, invalid card format, expired date","tests.accept_a_payment","2026-08-04","passed","2026-08-04","TestCardFormValidation","test_card","",""
"","1178","test_outcomes_and_run_metadata_recorded[webkit]","tests.framework","2026-08-04","passed","2026-08-04","","test_run_record","",""
"Under xdist the worker that saw the rerun must not also write the file.

    ``pytest_terminal_summary`` runs on workers too — their terminal output
    is discarded, but a file append is not. Only the controller may mirror.
    ","4192","test_xdist_mirrors_step_summary_exactly_once[webkit]","tests.framework","2026-08-04","passed","2026-08-04","","test_flaky_summary","",""
"","0","test_str_shows_only_last_four_digits[webkit-amex-uneven]","tests.framework","2026-08-04","passed","2026-08-04","TestCardMasking","test_models","",""
"","8","test_removes_regular_files_and_subdirs_from_log_dir[firefox]","tests.framework","2026-08-04","passed","2026-08-04","TestCleanAndCreateLogDirs","test_log_helpers","",""
"Test form validation: expiration date field left empty.","7641","Form validation - incomplete expiration date","tests.accept_a_payment","2026-08-04","passed","2026-08-04","TestCardFormValidation","test_card","",""
