"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2485","test_missing_expires_is_rejected[webkit]","tests.framework","2026-07-12","passed","2026-07-12","","test_quarantine","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","8328","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-12","passed","2026-07-12","TestSuccessfulPayment","test_card","",""
"","1","test_docker_env_resolves_to_compose_service_hostname[webkit]","tests.framework","2026-07-12","passed","2026-07-12","TestGetBaseUrl","test_config","",""
"","1","test_fail_rate_below_threshold_is_quiet[webkit]","tests.framework","2026-07-12","passed","2026-07-12","","test_flake_analysis","",""
"","1764","test_clean_pass_prints_no_flaky_section[chromium]","tests.framework","2026-07-12","passed","2026-07-12","","test_flaky_summary","",""
"","2093","test_outcomes_and_run_metadata_recorded[webkit]","tests.framework","2026-07-12","passed","2026-07-12","","test_run_record","",""
"Under xdist the worker that saw the rerun must not also write the file.

    ``pytest_terminal_summary`` runs on workers too — their terminal output
    is discarded, but a file append is not. Only the controller may mirror.
    ","5003","test_xdist_mirrors_step_summary_exactly_once[firefox]","tests.framework","2026-07-12","passed","2026-07-12","","test_flaky_summary","",""
"","1757","test_quarantined_pass_is_recorded_as_xpass[firefox]","tests.framework","2026-07-12","passed","2026-07-12","","test_quarantine","",""
"","7","test_str_never_contains_the_full_pan[webkit]","tests.framework","2026-07-12","passed","2026-07-12","TestCardMasking","test_models","",""
"","1","test_release_needs_the_full_streak[webkit]","tests.framework","2026-07-12","passed","2026-07-12","","test_flake_analysis","",""
"","0","test_trailing_fail_streak_is_regression_not_flake[webkit]","tests.framework","2026-07-12","passed","2026-07-12","","test_flake_analysis","",""
"","2380","test_fail_then_pass_is_counted_flaky[firefox]","tests.framework","2026-07-12","passed","2026-07-12","","test_flaky_summary","",""
"","1","test_raises_for_unknown_app[firefox]","tests.framework","2026-07-12","passed","2026-07-12","TestGetBaseUrl","test_config","",""
"Test form validation: empty fields, invalid card number, expired date.","5945","Form validation - empty fields, invalid card format, expired date","tests.accept_a_payment","2026-07-12","passed","2026-07-12","TestCardFormValidation","test_card","",""
"","4870","test_xdist_forwards_rerun_reports[webkit]","tests.framework","2026-07-12","passed","2026-07-12","","test_flaky_summary","",""
"","4","test_str_shows_only_last_four_digits[webkit-visa-grouped]","tests.framework","2026-07-12","passed","2026-07-12","TestCardMasking","test_models","",""
"","1","test_repr_never_exposes_the_cvc[chromium]","tests.framework","2026-07-12","passed","2026-07-12","TestCardMasking","test_models","",""
"","2158","test_fail_then_fail_lands_in_failed_after_retry[firefox]","tests.framework","2026-07-12","passed","2026-07-12","","test_flaky_summary","",""
"","5","test_str_shows_only_last_four_digits[webkit-exactly-four-masks-everything]","tests.framework","2026-07-12","passed","2026-07-12","TestCardMasking","test_models","",""
"","1422","test_flaky_demo_marker_stays_retry_eligible[firefox]","tests.framework","2026-07-12","passed","2026-07-12","","test_retry_optout","",""
