"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1514","test_outcomes_and_run_metadata_recorded[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_run_record","",""
"","1","test_failing_not_flaky_section_renders[chromium]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","3201","test_clean_pass_prints_no_flaky_section[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_flaky_summary","",""
"","1402","test_expired_marker_aborts_the_run_naming_the_test[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_quarantine","",""
"","1","test_failing_not_flaky_section_renders[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","5","test_unknown_app_error_lists_registered_apps[firefox]","tests.framework","2026-07-10","passed","2026-07-10","TestGetBaseUrl","test_config","",""
"","0","test_healthy_report_says_so_explicitly[webkit]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","0","test_quarantine_demo_shielded_failure[firefox]","tests.framework","2026-07-10","skipped","2026-07-10","","test_quarantine_demo","",""
"","0","test_trailing_fail_streak_is_regression_not_flake[webkit]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","1","test_unlinks_symlinked_dir_without_deleting_its_target[firefox]","tests.framework","2026-07-10","passed","2026-07-10","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","2431","test_quarantined_pass_is_recorded_as_xpass[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_quarantine","",""
"","1","test_repr_never_exposes_the_cvc[chromium]","tests.framework","2026-07-10","passed","2026-07-10","TestCardMasking","test_models","",""
"","1728","test_demo_marker_bucketed_separately[webkit]","tests.framework","2026-07-10","passed","2026-07-10","","test_flaky_summary","",""
"Test form validation: CVC field left empty.","5436","Form validation - incomplete CVC","tests.accept_a_payment","2026-07-10","passed","2026-07-10","TestCardFormValidation","test_card","",""
"","0","test_fail_rate_below_threshold_is_quiet[chromium]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"Fill the card form and complete payment for the given card.","8506","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-10","passed","2026-07-10","TestSuccessfulPayment","test_card","",""
"","1","test_unlinks_symlinked_file_without_deleting_its_target[webkit]","tests.framework","2026-07-10","passed","2026-07-10","TestCleanAndCreateLogDirs","test_log_helpers","",""
