"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2615","test_demo_marker_bucketed_separately[chromium]","tests.framework","2026-07-19","passed","2026-07-19","","test_flaky_summary","",""
"Under xdist the worker that saw the rerun must not also write the file.

    ``pytest_terminal_summary`` runs on workers too — their terminal output
    is discarded, but a file append is not. Only the controller may mirror.
    ","4806","test_xdist_mirrors_step_summary_exactly_once[firefox]","tests.framework","2026-07-19","passed","2026-07-19","","test_flaky_summary","",""
"","951","test_quarantined_entry_carries_flag_and_expires[firefox]","tests.framework","2026-07-19","passed","2026-07-19","","test_run_record","",""
"","2175","test_quarantined_failure_becomes_xfail_and_run_stays_green[webkit]","tests.framework","2026-07-19","passed","2026-07-19","","test_quarantine","",""
"","1","test_invalid_env_error_lists_valid_options[chromium]","tests.framework","2026-07-19","passed","2026-07-19","TestGetBaseUrl","test_config","",""
"","2054","test_demo_marker_bucketed_separately[webkit]","tests.framework","2026-07-19","passed","2026-07-19","","test_flaky_summary","",""
"","0","test_stale_incidents_self_clean[firefox]","tests.framework","2026-07-19","passed","2026-07-19","","test_flake_analysis","",""
"Fill the card form and complete payment for the given card.","7006","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-19","passed","2026-07-19","TestSuccessfulPayment","test_card","",""
"Goto card.html and assert page title is 'Card'.","3736","Page title is ""Card""","tests.accept_a_payment","2026-07-19","passed","2026-07-19","TestPageLoadAndInitialState","test_card","",""
"","0","test_str_shows_only_last_four_digits[firefox-amex-uneven]","tests.framework","2026-07-19","passed","2026-07-19","TestCardMasking","test_models","",""
"","1","test_str_shows_only_last_four_digits[chromium-exactly-four-masks-everything]","tests.framework","2026-07-19","passed","2026-07-19","TestCardMasking","test_models","",""
"","0","test_far_expiry_is_not_listed[firefox]","tests.framework","2026-07-19","passed","2026-07-19","","test_flake_analysis","",""
"","1862","test_quarantined_pass_is_recorded_as_xpass[webkit]","tests.framework","2026-07-19","passed","2026-07-19","","test_quarantine","",""
"Fill the card form and complete payment for the given card.","7469","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-19","passed","2026-07-19","TestSuccessfulPayment","test_card","",""
"","0","test_main_usage_error_on_bad_args[chromium]","tests.framework","2026-07-19","passed","2026-07-19","","test_junit_gate","",""
"","1886","test_outcomes_and_run_metadata_recorded[chromium]","tests.framework","2026-07-19","passed","2026-07-19","","test_run_record","",""
"Intentionally fails its first attempt with a Playwright TimeoutError and passes on the retry. Demonstrates the CI retry policy and pass-on-retry reporting; it is not a test of the application. Skips locally, where retries are disabled (--reruns=0).","0","Flaky retry demo — deterministic fail-then-pass","tests.framework","2026-07-19","passed","2026-07-19","","test_flaky_demo","",""
"","0","test_str_shows_only_last_four_digits[firefox-visa-grouped]","tests.framework","2026-07-19","passed","2026-07-19","TestCardMasking","test_models","",""
"Test form validation: invalid card number.","5356","Form validation - invalid card format","tests.accept_a_payment","2026-07-19","passed","2026-07-19","TestCardFormValidation","test_card","",""
"","1","test_evaluate_gate[firefox-counts0-True-passed]","tests.framework","2026-07-19","passed","2026-07-19","","test_junit_gate","",""
"","1","test_empties_allure_results_dir_contents_but_keeps_directory[chromium]","tests.framework","2026-07-19","passed","2026-07-19","TestCleanAndCreateLogDirs","test_log_helpers","",""
"Test form validation: invalid card number.","3871","Form validation - invalid card format","tests.accept_a_payment","2026-07-19","passed","2026-07-19","TestCardFormValidation","test_card","",""
"","2240","test_quarantined_entry_carries_flag_and_expires[chromium]","tests.framework","2026-07-19","passed","2026-07-19","","test_run_record","",""
"","1176","test_framework_items_never_rerun[firefox]","tests.framework","2026-07-19","passed","2026-07-19","","test_retry_optout","",""
"Test form validation: empty fields, invalid card number, expired date.","3546","Form validation - empty fields, invalid card format, expired date","tests.accept_a_payment","2026-07-19","passed","2026-07-19","TestCardFormValidation","test_card","",""
"","0","test_trailing_fail_streak_is_regression_not_flake[firefox]","tests.framework","2026-07-19","passed","2026-07-19","","test_flake_analysis","",""
"","0","test_corrupt_history_starts_fresh[chromium]","tests.framework","2026-07-19","passed","2026-07-19","","test_flake_analysis","",""
"","2159","test_non_iso_expires_is_rejected[webkit]","tests.framework","2026-07-19","passed","2026-07-19","","test_quarantine","",""
"Goto card.html and assert status 200.","3304","Navigates directly to card.html and returns 200","tests.accept_a_payment","2026-07-19","passed","2026-07-19","TestPageLoadAndInitialState","test_card","",""
