"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"Goto card.html and assert #name input value is 'Jenny Rosen'.","1953","Name input is pre-filled with ""Jenny Rosen""","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestPageLoadAndInitialState","test_card","",""
"","1270","test_framework_items_never_rerun[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_retry_optout","",""
"","11","test_raises_for_invalid_environment[webkit]","tests.framework","2026-07-09","passed","2026-07-09","TestGetBaseUrl","test_config","",""
"","1","test_empties_allure_results_dir_contents_but_keeps_directory[firefox]","tests.framework","2026-07-09","passed","2026-07-09","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","0","test_unknown_app_error_lists_registered_apps[firefox]","tests.framework","2026-07-09","passed","2026-07-09","TestGetBaseUrl","test_config","",""
"Test form validation: invalid expiration date month.","5530","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestCardFormValidation","test_card","",""
"","1","test_repr_never_exposes_the_cvc[webkit]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"","0","test_repr_keeps_non_sensitive_fields_readable[chromium]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"Goto card.html and assert #messages is hidden on load.","4034","#messages panel is hidden on load","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestPageLoadAndInitialState","test_card","",""
"","1","test_str_shows_only_last_four_digits[firefox-short-masks-everything]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"","1","test_failing_not_flaky_section_renders[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","0","test_two_recent_incidents_propose_quarantine[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","1","test_schema_mismatch_starts_fresh[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","0","test_merge_appends_new_run[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"Test form validation: expiration date field left empty.","5256","Form validation - incomplete expiration date","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestCardFormValidation","test_card","",""
"","0","test_merge_is_idempotent_per_run_id[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","1","test_str_shows_only_last_four_digits[firefox-no-spaces]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
