"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_returns_correct_url_for_every_registered_combination[firefox-acceptapayment-local]","tests.framework","2026-07-10","passed","2026-07-10","TestGetBaseUrl","test_config","",""
"","1","test_failing_not_flaky_section_renders[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","14","test_unknown_app_error_lists_registered_apps[webkit]","tests.framework","2026-07-10","passed","2026-07-10","TestGetBaseUrl","test_config","",""
"","1673","test_flaky_demo_marker_stays_retry_eligible[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_retry_optout","",""
"","1","test_unlinks_symlinked_file_without_deleting_its_target[webkit]","tests.framework","2026-07-10","passed","2026-07-10","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","3269","test_xdist_controller_writes_exactly_one_complete_file[webkit]","tests.framework","2026-07-10","passed","2026-07-10","","test_run_record","",""
"","1","test_empties_allure_results_dir_contents_but_keeps_directory[webkit]","tests.framework","2026-07-10","passed","2026-07-10","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1","test_str_never_contains_the_full_pan[webkit]","tests.framework","2026-07-10","passed","2026-07-10","TestCardMasking","test_models","",""
"","1","test_repr_masks_the_pan[firefox]","tests.framework","2026-07-10","passed","2026-07-10","TestCardMasking","test_models","",""
"","0","test_str_shows_only_last_four_digits[chromium-short-masks-everything]","tests.framework","2026-07-10","passed","2026-07-10","TestCardMasking","test_models","",""
"Goto card.html and assert page title is 'Card'.","4711","Page title is ""Card""","tests.accept_a_payment","2026-07-10","passed","2026-07-10","TestPageLoadAndInitialState","test_card","",""
"","1","test_clean_browser_shown_alongside_dirty_one[webkit]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"Test form validation: invalid expiration date month.","6683","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-10","passed","2026-07-10","TestCardFormValidation","test_card","",""
"","1","test_raises_for_unknown_app[chromium]","tests.framework","2026-07-10","passed","2026-07-10","TestGetBaseUrl","test_config","",""
"Fill the card form and complete payment for the given card.","4959","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-10","passed","2026-07-10","TestSuccessfulPayment","test_card","",""
"Test form validation: expiration date field left empty.","6728","Form validation - incomplete expiration date","tests.accept_a_payment","2026-07-10","passed","2026-07-10","TestCardFormValidation","test_card","",""
"","0","test_fail_rate_below_threshold_is_quiet[webkit]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","8662","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-10","passed","2026-07-10","TestSuccessfulPayment","test_card","",""
"","14","test_candidate_evidence_links_incident_runs[webkit]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","0","test_raises_for_invalid_environment[chromium]","tests.framework","2026-07-10","passed","2026-07-10","TestGetBaseUrl","test_config","",""
"","1","test_fail_rate_below_threshold_is_quiet[chromium]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","0","test_candidate_evidence_links_incident_runs[chromium]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","1","test_currently_quarantined_test_is_never_proposed[webkit]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","3","test_expiring_section_renders[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_flake_analysis","",""
"","2616","test_fail_then_fail_lands_in_failed_after_retry[firefox]","tests.framework","2026-07-10","passed","2026-07-10","","test_flaky_summary","",""
