"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","0","test_docker_env_resolves_to_compose_service_hostname[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"Test form validation: empty fields, invalid card number, expired date.","5041","Form validation - empty fields, invalid card format, expired date","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","1","test_invalid_env_error_lists_valid_options[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"","1582","test_fail_then_pass_is_counted_flaky[webkit]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"Goto card.html and assert page title is 'Card'.","4736","Page title is ""Card""","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"","2097","test_fail_then_fail_lands_in_failed_after_retry[chromium]","tests.framework","2026-07-06","passed","2026-07-06","","test_flaky_summary","",""
"","2027","test_framework_items_never_rerun[firefox]","tests.framework","2026-07-06","passed","2026-07-06","","test_retry_optout","",""
"","1","test_docker_env_resolves_to_compose_service_hostname[firefox]","tests.framework","2026-07-06","passed","2026-07-06","TestGetBaseUrl","test_config","",""
"Test form validation: invalid card number.","4814","Form validation - invalid card format","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
"","1","test_repr_never_exposes_the_cvc[chromium]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"","5","test_str_never_contains_the_full_pan[firefox]","tests.framework","2026-07-06","passed","2026-07-06","TestCardMasking","test_models","",""
"Goto card.html and assert #submit/pay button is enabled.","3330","Pay button is enabled on load","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestPageLoadAndInitialState","test_card","",""
"Test form validation: ZIP/postal code field left empty.","6160","Form validation - incomplete ZIP code","tests.accept_a_payment","2026-07-06","passed","2026-07-06","TestCardFormValidation","test_card","",""
