"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_failing_not_flaky_section_renders[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","0","test_fail_rate_below_threshold_is_quiet[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","1559","test_inert_without_github_run_id[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_run_record","",""
"","2636","test_xdist_controller_writes_exactly_one_complete_file[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_run_record","",""
"","1","test_expiring_section_renders[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","0","test_str_never_contains_the_full_pan[chromium]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"","2778","test_clean_pass_prints_no_flaky_section[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_flaky_summary","",""
"","2379","test_missing_expires_is_rejected[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_quarantine","",""
"","1443","test_expired_marker_aborts_the_run_naming_the_test[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_quarantine","",""
"","1844","test_demo_marker_bucketed_separately[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flaky_summary","",""
"","1020","test_optout_scoped_to_conftest_directory[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_retry_optout","",""
"","1","test_unlinks_symlinked_file_without_deleting_its_target[chromium]","tests.framework","2026-07-09","passed","2026-07-09","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","1","test_unlinks_symlinked_dir_without_deleting_its_target[firefox]","tests.framework","2026-07-09","passed","2026-07-09","TestCleanAndCreateLogDirs","test_log_helpers","",""
"","0","test_str_shows_only_last_four_digits[webkit-short-masks-everything]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"","1707","test_framework_items_never_rerun[firefox]","tests.framework","2026-07-09","passed","2026-07-09","","test_retry_optout","",""
"","1","test_single_incident_is_not_enough[chromium]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","0","test_str_never_contains_the_full_pan[firefox]","tests.framework","2026-07-09","passed","2026-07-09","TestCardMasking","test_models","",""
"Goto card.html and assert Stripe iframe in #card-element.","2903","Stripe card element iframe is mounted within #card-element","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestPageLoadAndInitialState","test_card","",""
"Fill the card form and complete payment for the given card.","5032","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestSuccessfulPayment","test_card","",""
"","1","test_missing_history_starts_fresh[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","2","test_docker_env_resolves_to_compose_service_hostname[webkit]","tests.framework","2026-07-09","passed","2026-07-09","TestGetBaseUrl","test_config","",""
"","15","test_main_end_to_end[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_flake_analysis","",""
"","1365","test_unmarked_test_is_untouched[webkit]","tests.framework","2026-07-09","passed","2026-07-09","","test_quarantine","",""
"Goto card.html and assert #name input value is 'Jenny Rosen'.","3274","Name input is pre-filled with ""Jenny Rosen""","tests.accept_a_payment","2026-07-09","passed","2026-07-09","TestPageLoadAndInitialState","test_card","",""
