"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","1","test_repr_keeps_non_sensitive_fields_readable[chromium]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"","0","test_docker_env_resolves_to_compose_service_hostname[chromium]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"","10","test_docker_env_resolves_to_compose_service_hostname[firefox]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"Test form validation: invalid card number.","5620","Form validation - invalid card format","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"","1","test_repr_never_exposes_the_cvc[chromium]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"","0","test_invalid_env_error_lists_valid_options[webkit]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"Fill the card form and complete payment for the given card.","8588","Fill the card form and complete payment for the given card with 3DS authentication","tests.accept_a_payment","2026-07-04","passed","2026-07-04","Test3DSecureAuthenticationFlow","test_card","",""
"Goto card.html and assert #name input value is 'Jenny Rosen'.","4525","Name input is pre-filled with ""Jenny Rosen""","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"Test form validation: expiration date field left empty.","6232","Form validation - incomplete expiration date","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"","0","test_returns_correct_url_for_every_registered_combination[firefox-acceptapayment-docker]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"Goto card.html and assert status 200.","5008","Navigates directly to card.html and returns 200","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"Goto card.html and assert page title is 'Card'.","5287","Page title is ""Card""","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"","0","test_str_shows_only_last_four_digits[firefox-short-masks-everything]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"","1","test_raises_for_unknown_app[chromium]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"","4","test_str_shows_only_last_four_digits[chromium-no-spaces]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"Goto card.html and assert #submit/pay button is enabled.","5063","Pay button is enabled on load","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"Test form validation: empty fields, invalid card number, expired date.","5272","Form validation - empty fields, invalid card format, expired date","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"","0","test_str_shows_only_last_four_digits[firefox-no-spaces]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"","1","test_raises_for_invalid_environment[chromium]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"Goto card.html and assert page title is 'Card'.","2788","Page title is ""Card""","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"","0","test_str_shows_only_last_four_digits[webkit-exactly-four-masks-everything]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"","1","test_str_shows_only_last_four_digits[chromium-amex-uneven]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"Fill the card form and complete payment for the given card.","6185","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestSuccessfulPayment","test_card","",""
"","1","test_raises_for_unknown_app[firefox]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"Goto card.html and assert #card-errors is empty.","7714","#card-errors is empty on load","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"","1","test_str_shows_only_last_four_digits[firefox-exactly-four-masks-everything]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"Test form validation: invalid card number.","6177","Form validation - invalid card format","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"","10","test_str_shows_only_last_four_digits[chromium-exactly-four-masks-everything]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"Goto card.html and assert status 200.","1065","Navigates directly to card.html and returns 200","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"Fill the card form and complete payment for the given card.","7888","Fill the card form and complete payment for the given card with 3DS authentication","tests.accept_a_payment","2026-07-04","passed","2026-07-04","Test3DSecureAuthenticationFlow","test_card","",""
"","1","test_repr_masks_the_pan[firefox]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"Test form validation: invalid expiration date month.","6691","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"Goto card.html and assert #name input value is 'Jenny Rosen'.","5703","Name input is pre-filled with ""Jenny Rosen""","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"Goto card.html and assert Stripe iframe in #card-element.","2792","Stripe card element iframe is mounted within #card-element","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"Test form validation: invalid expiration date month.","5575","Form validation - invalid expiration date month","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"","7","test_raises_for_unknown_app[webkit]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"","5","test_str_shows_only_last_four_digits[webkit-short-masks-everything]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"Goto card.html and assert #card-errors is empty.","5413","#card-errors is empty on load","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"Fill the card form and complete payment for the given card.","10279","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestSuccessfulPayment","test_card","",""
"Test form validation: CVC field left empty.","6720","Form validation - incomplete CVC","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"Fill the card form and complete payment for the given card.","6471","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestSuccessfulPayment","test_card","",""
"","14","test_str_shows_only_last_four_digits[chromium-visa-grouped]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"","2","test_repr_never_exposes_the_cvc[webkit]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"","0","test_unknown_app_error_lists_registered_apps[chromium]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"","3","test_repr_keeps_non_sensitive_fields_readable[webkit]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"","1","test_returns_correct_url_for_every_registered_combination[webkit-acceptapayment-local]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"Test form validation: ZIP/postal code field left empty.","5946","Form validation - incomplete ZIP code","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"Test form validation: empty fields, invalid card number, expired date.","5122","Form validation - empty fields, invalid card format, expired date","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestCardFormValidation","test_card","",""
"Fill the card form and complete payment for the given card.","7962","Fill the card form and complete payment for the given card with 3DS authentication","tests.accept_a_payment","2026-07-04","passed","2026-07-04","Test3DSecureAuthenticationFlow","test_card","",""
"Goto card.html and assert #messages is hidden on load.","4973","#messages panel is hidden on load","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"
        After successful payment, payment intent ID appears as a link to the Stripe dashboard.
        ","8814","Payment Intent ID appears as a dashboard link in #messages after successful payment","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestSuccessfulPayment","test_card","",""
"Goto card.html and assert Stripe iframe in #card-element.","3228","Stripe card element iframe is mounted within #card-element","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestPageLoadAndInitialState","test_card","",""
"","0","test_returns_correct_url_for_every_registered_combination[firefox-acceptapayment-local]","tests.framework","2026-07-04","passed","2026-07-04","TestGetBaseUrl","test_config","",""
"Fill the card form and complete payment for the given card.","8864","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestSuccessfulPayment","test_card","",""
"","0","test_str_shows_only_last_four_digits[webkit-visa-grouped]","tests.framework","2026-07-04","passed","2026-07-04","TestCardMasking","test_models","",""
"Fill the card form and complete payment for the given card.","8526","Fill the card form and complete payment for the given card","tests.accept_a_payment","2026-07-04","passed","2026-07-04","TestSuccessfulPayment","test_card","",""
